Timestamp,Price
166,7683.65
167,7746.55
168,7672.05
169,7649.25
170,7568.55
171,7625.95
172,7727.05
173,7739.55
174,7791.7
175,7874.25
176,7897.5
177,7875.3
178,7891.1
179,7913.2
180,7906.3
181,7904.75
182,7936.05
183,7954.35
184,8027.7
185,8083.05
186,8114.6
187,8095.95
188,8086.85
189,8173.9
190,8152.95
191,8094.1
192,8085.7
193,8105.5
194,8042
195,7932.9
196,7975.5
197,8114.75
198,8121.45
199,8146.3
200,8017.55
201,8002.4
202,7911.85
203,7968.85
204,7958.9
205,7964.8
206,7945.55
207,7852.4
208,7842.7
209,7960.55
210,7859.95
211,7884.25
212,7864
213,7748.2
214,7779.7
215,7879.4
216,7927.75
217,7995.9
218,7991.7
219,8027.6
220,8090.45
221,8169.2
222,8322.2
223,8324.15
224,8338.3
225,8337
226,8344.25
227,8362.65
228,8383.3
229,8357.85
230,8389.9
231,8430.75
232,8425.9
233,8382.3
234,8401.9
235,8477.35
236,8530.15
237,8463.1
238,8475.75
239,8494.2
240,8588.25
241,8555.9
242,8524.7
243,8537.65
244,8564.4
245,8538.3
246,8438.25
247,8340.7
248,8355.65
249,8292.9
250,8224.1
251,8219.6
252,8067.6
253,8029.8
254,8159.3
255,8225.2
256,8324
257,8267
258,8174.1
259,8200.7
260,8246.3
261,8248.25
262,8282.7
263,8395.45
264,8378.4
265,8127.35
266,8102.1
267,8234.6
268,8284.5
269,8323
270,8299.4
271,8277.55
272,8494.15
273,8513.8
274,8550.7
275,8695.6
276,8729.5
277,8761.4
278,8835.6
279,8910.5
280,8914.3
281,8952.35
282,8808.9
283,8797.4
284,8756.55
285,8723.7
286,8711.7
287,8661.05
288,8526.35
289,8565.55
290,8627.4
291,8711.55
292,8805.5
293,8809.35
294,8869.1
295,8895.3
296,8833.6
297,8754.95
298,8762.1
299,8767.25
300,8683.85
301,8844.6
302,8956.75
303,8996.25
304,8922.65
305,8937.75
306,8756.75
307,8712.05
308,8699.95
309,8776
310,8647.75
311,8633.15
312,8723.3
313,8685.9
314,8634.65
315,8570.9
316,8550.9
317,8542.95
318,8530.8
319,8342.15
320,8341.4
321,8492.3
322,8491
323,8586.25
324,8659.9
325,8660.3
326,8714.4
327,8778.3
328,8780.35
329,8834
330,8706.7
331,8606
332,8448.1
333,8377.75
334,8429.7
335,8398.3
336,8305.25
337,8213.8
338,8285.6
339,8239.75
340,8181.5
341,8331.95
342,8324.8
343,8097
344,8057.3
345,8191.5
346,8325.25
347,8126.95
348,8235.45
349,8224.2
350,8262.35
351,8373.65
352,8365.65
353,8423.25
354,8421
355,8458.95
356,8370.25
357,8339.35
358,8334.6
359,8319
360,8433.65
361,8433.4
362,8236.45
363,8135.1
364,8130.65
365,8114.7
366,8044.15
367,8022.4
368,8124.45
369,7965.35
370,7982.9
371,8013.9
372,8047.3
373,8091.55
374,8174.6
375,8224.95
376,8353.1
377,8381.55
378,8360.85
379,8398
380,8381.1
381,8318.4
382,8368.5
383,8453.05
384,8444.9
385,8484.9
386,8522.15
387,8510.8
388,8363.05
389,8328.55
390,8360.55
391,8459.65
392,8454.1
393,8523.8
394,8608.05
395,8609.85
396,8603.45
397,8529.45
398,8633.5
399,8589.8
400,8521.55
401,8361
402,8337
403,8375.05
404,8421.8
405,8532.85
406,8543.05
407,8516.9
408,8567.95
409,8588.65
410,8564.6
411,8525.6
412,8462.35
413,8349.45
414,8355.85
415,8518.55
416,8477.3
417,8466.55
418,8495.15
419,8372.75
420,8299.95
421,7809
422,7880.7
423,7791.85
424,7948.95
425,8001.95
426,7971.3
427,7785.85
428,7717
429,7823
430,7655.05
431,7558.8
432,7688.25
433,7818.6
434,7788.1
435,7789.3
436,7872.25
437,7829.1
438,7899.15
439,7981.9
440,7977.1
441,7812
442,7845.95
443,7868.5
444,7795.7
445,7843.3
446,7948.9
447,7950.9
448,8119.3
449,8152.9
450,8177.4
451,8129.35
452,8189.7
453,8143.6
454,8131.7
455,8107.9
456,8179.5
457,8238.15
458,8275.05
459,8261.65
460,8251.7
461,8295.45
462,8260.55
463,8232.9
464,8171.2
465,8111.75
466,8065.8
467,8050.8
468,8060.7
469,8040.2
470,7955.45
471,7954.3
472,7915.2
473,7783.35
474,7762.25
475,7806.6
476,7837.55
477,7731.8
478,7842.75
479,7856.55
480,7849.25
481,7831.6
482,7883.8
483,7942.7
484,7935.25
485,7954.9
486,7931.35
487,7864.15
488,7781.9
489,7765.4
490,7701.7
491,7612.5
492,7683.3
493,7610.45
494,7650.05
495,7700.9
496,7750.9
497,7844.35
498,7761.95
499,7834.45
500,7786.1
501,7865.95
502,7861.05
503,7925.15
504,7928.95
505,7896.25
506,7946.35
507,7791.3
508,7784.65
509,7741
510,7568.3
511,7601.35
512,7563.85
513,7510.3
514,7562.4
515,7536.8
516,7437.8
517,7351
518,7435.1
519,7309.3
520,7276.8
521,7422.45
522,7436.15
523,7437.75
524,7424.65
525,7563.55
526,7555.95
527,7455.55
528,7361.8
529,7404
530,7489.1
531,7387.25
532,7298.2
533,7215.7
534,6976.35
535,6980.95
536,7162.95
537,7048.25
538,7108.45
539,7191.75
540,7210.75
541,7234.55
542,7109.55
543,7018.7
544,6970.6
545,7029.75
546,6987.05
547,7222.3
548,7368.85
549,7475.6
550,7485.35
551,7485.3
552,7531.8
553,7486.15
554,7510.2
555,7538.75
556,7460.6
557,7498.75
558,7512.55
559,7604.35
560,7704.25
561,7714.9
562,7716.5
563,7615.1
564,7597
565,7735.2
566,7738.4
567,7713.05
568,7758.8
569,7603.2
570,7614.35
571,7546.45
572,7555.2
573,7671.4
574,7708.95
575,7850.45
576,7914.7
577,7914.75
578,7912.05
579,7899.3
580,7855.05
581,7962.65
582,7979.9
583,7847.25
584,7849.8
585,7805.9
586,7747
587,7706.55
588,7735.5
589,7733.45
590,7866.05
591,7887.8
592,7848.85
593,7900.4
594,7814.9
595,7860.75
596,7890.75
597,7870.15
598,7783.4
599,7749.7
600,7731.05
601,7748.85
602,7934.9
603,8069.65
604,8156.65
605,8178.5
606,8160.1
607,8179.95
608,8218.95
609,8220.8
610,8201.05
611,8266.45
612,8273.05
613,8203.6
614,8170.05
615,8110.6
616,8108.85
617,8206.6
618,8140.75
619,8170.2
620,8238.5
621,8219.9
622,8203.7
623,8270.45
624,8088.6
625,8094.7
626,8127.85
627,8204
628,8287.75
629,8328.35
630,8370.7
631,8335.95
632,8337.9
633,8323.2
634,8467.9
635,8521.05
636,8519.5
637,8565
638,8541.4
639,8508.7
640,8528.55
641,8565.85
642,8510.1
643,8541.2
644,8635.65
645,8590.65
646,8615.8
647,8666.3
648,8638.5
649,8636.55
650,8622.9
651,8544.85
652,8551.1
653,8683.15
654,8711.35
655,8678.25
656,8575.3
657,8592.15
658,8642.55
659,8624.05
660,8673.25
661,8666.9
662,8629.15
663,8632.6
664,8650.3
665,8592.2
666,8572.55
667,8607.45
668,8744.35
669,8786.2
670,8774.65
671,8809.65
672,8943
673,8917.95
674,8952.5
675,8866.7
676,8715.6
677,8726.6
678,8742.55
679,8779.85
680,8808.4
681,8775.9
682,8777.15
683,8867.45
684,8831.55
685,8723.05
686,8706.4
687,8745.15
688,8591.25
689,8611.15
690,8738.1
691,8769.15
692,8743.95
693,8709.55
694,8697.6
695,8708.8
696,8573.35
697,8583.4
698,8520.4
699,8677.9
700,8659.1
701,8699.4
702,8693.05
703,8708.95
704,8691.3
705,8615.25
706,8615.25
707,8638
708,8626.25
709,8514
710,8484.95
711,8433.75
712,8497.05
713,8543.55
714,8432
715,8525.75
716,8296.3
717,8108.45
718,8111.6
719,8079.95
720,8074.1
721,7929.1
722,8002.3
723,8033.3
724,7965.5
725,8114.3
726,8126.9
727,8142.15
728,8224.5
729,8192.9
730,8086.8
731,8128.75
732,8143.15
733,8102.05
734,8246.85
735,8261.75
736,8170.8
737,8221.8
738,8182.45
739,8153.6
740,8139.45
741,8104.35
742,8082.4
743,8061.3
744,7979.1
745,7985.75
746,7908.25
747,8032.85
748,8034.85
749,8103.6
750,8185.8
751,8179.5
752,8192.25
753,8190.5
754,8273.8
755,8243.8
756,8236.05
757,8288.6
758,8380.65
759,8407.2
760,8400.35
761,8412.8
762,8398
763,8417
764,8435.1
765,8349.35
766,8391.5
767,8475.8
768,8602.75
769,8641.25
770,8632.75
771,8561.3
772,8716.4
773,8734.25
774,8740.95
775,8801.05
776,8768.3
777,8769.05
778,8778.4
779,8793.55
780,8805.05
781,8792.3
782,8724.7
783,8778
784,8821.7
785,8879.2
786,8907.85
787,8926.9
788,8939.5
789,8896.7
790,8879.6
791,8945.8
792,8899.75
793,8897.55
794,8963.45
795,8946.9
796,8924.3
797,8927
798,8934.55
799,9087
800,9084.8
801,9153.7
802,9160.05
803,9126.85
804,9121.5
805,9030.45
806,9086.3
807,9108
808,9045.2
809,9100.8
810,9143.8
811,9173.75
812,9173.75
813,9237.85
814,9265.15
815,9261.95
816,9198.3
817,9181.45
818,9237
819,9203.45
820,9150.8
821,9139.3
822,9105.15
823,9103.5
824,9136.4
825,9119.4
826,9217.95
827,9306.6
828,9351.85
829,9342.15
830,9304.05
831,9313.8
832,9311.95
833,9359.9
834,9285.3
835,9314.05
836,9316.85
837,9407.3
838,9422.4
839,9400.9
840,9445.4
841,9512.25
842,9525.75
843,9429.45
844,9427.9
845,9438.25
846,9386.15
847,9360.55
848,9509.75
849,9595.1
850,9604.9
851,9624.55
852,9621.25
853,9616.1
854,9653.5
855,9675.1
856,9637.15
857,9663.9
858,9647.25
859,9668.25
860,9616.4
861,9606.9
862,9618.15
863,9578.05
864,9588.05
865,9657.55
866,9653.5
867,9633.6
868,9630
869,9574.95
870,9511.4
871,9491.25
872,9504.1
873,9520.9
874,9615
875,9613.3
876,9637.6
877,9674.55
878,9665.8
879,9771.05
880,9786.05
881,9816.1
882,9891.7
883,9886.35
884,9915.95
885,9827.15
886,9899.6
887,9873.3
888,9915.25
889,9966.4
890,9964.55
891,10020.65
892,10020.55
893,10014.5
894,10077.1
895,10114.65
896,10081.5
897,10013.65
898,10066.4
899,10057.4
900,9978.55
901,9908.05
902,9820.25
903,9710.8
904,9794.15
905,9897.3
906,9904.15
907,9837.4
908,9754.35
909,9765.55
910,9852.5
911,9857.05
912,9912.8
913,9796.05
914,9884.4
915,9917.9
916,9974.4
917,9912.85
918,9952.2
919,9916.2
920,9929.9
921,9934.8
922,10006.05
923,10093.05
924,10079.3
925,10086.6
926,10085.4
927,10153.1
928,10147.55
929,10141.15
930,10121.9
931,9964.4
932,9872.6
933,9871.5
934,9735.75
935,9768.95
936,9788.6
937,9859.5
938,9914.9
939,9888.7
940,9979.7
941,9988.75
942,10016.95
943,9984.8
944,10096.4
945,10167.45
946,10230.85
947,10234.45
948,10210.85
949,10184.85
950,10207.7
951,10295.35
952,10343.8
953,10323.05
954,10363.65
955,10335.3
956,10440.5
957,10423.8
958,10452.5
959,10451.8
960,10350.15
961,10303.15
962,10308.95
963,10321.75
964,10224.95
965,10186.6
966,10118.05
967,10214.75
968,10283.6
969,10298.75
970,10326.9
971,10342.3
972,10348.75
973,10389.7
974,10399.55
975,10370.25
976,10361.3
977,10226.55
